point,permitnum,address,category,description,proposedusecode,proposedusedescription,permitteddiscretionary,landusedistrict,landusedistrictdescription,statuscurrent,applieddate,decisiondate,releasedate,mustcommencedate,decision,decisionby,communitycode,communityname,ward,quadrant,latitude,longitude,locationcount,locationtypes,locationaddresses,locationsgeojson,locationswkt,canceledrefuseddate,sdabhearingdate,sdabnumber,sdabdecision,sdabdecisiondate
"{'type': 'Point', 'coordinates': [-114.04497869831368, 51.00333542304821]}",DP2017-3171,5716 BURBANK RD SE,Renovations - Non-Residential,"EXTERIOR RENOVATIONS: GENERAL INDUSTRIAL - LIGHT (NEW DOOR, LANDING AND RAMP)",C1685,GENERAL INDUSTRIAL - LIGHT,Permitted,I-G,Industrial - General,Released,2017-07-13T00:00:00.000,2017-07-19T00:00:00.000,2017-07-25T00:00:00.000,2019-07-19T00:00:00.000,Approval,Development Authority,BUR,BURNS INDUSTRIAL,9,SE,51.00333542304821,-114.04497869831368,2,Titled Parcel;Building,5716 BURBANK RD SE;5716 BURBANK RD SE,"{""type"":""MultiPoint"",""coordinates"":[[-114.0449787,51.0033354],[-114.0442187,51.0032825]]}","MULTIPOINT (-114.04497869831368 51.00333542304821,-114.04421874874042 51.00328247553832)",,,,,
"{'type': 'Point', 'coordinates': [-114.10773948816266, 51.03054655511]}",DP2024-01982,2012 26 AV SW,Change of Use - Discretionary Use or Relaxations Required,"CHANGES TO SITE PLAN: CHILD CARE SERVICE (ADDING PARKING, RAMP, AND FENCE); CHANGE OF USE: CHILD CARE SERVICE (28 CHILDREN), SIGN - CLASS C (FREESTANDING SIGN)",C1310,CHILD CARE SERVICE,Discretionary,DC,Direct Control (1P2007),Released,2024-03-22T00:00:00.000,2024-08-23T00:00:00.000,2024-12-05T00:00:00.000,2027-08-23T00:00:00.000,Approval,Development Authority,RIC,RICHMOND,8,SW,51.031,-114.108,2,Titled Parcel;Building,2012 26 AV SW;2012 26 AV SW,"{""type"":""MultiPoint"",""coordinates"":[[-114.1077395,51.0305466],[-114.1077411,51.030618]]}","MULTIPOINT ((-114.10773948816266 51.03054655511),(-114.10774113649141 51.03061801317861))",,,,,
"{'type': 'Point', 'coordinates': [-113.98150190234817, 50.995221569240385]}",DP2024-02976,3737 64 AV SE,Change of Use - With Change to Site Plan,"CHANGES TO SITE PLAN: GENERAL INDUSTRIAL - MEDIUM (EXTERIOR DOOR, BARRIER FREE ACCESS)",C1686,GENERAL INDUSTRIAL - MEDIUM,Permitted,I-G,Industrial - General,Released,2024-04-27T00:00:00.000,2024-07-22T00:00:00.000,2024-07-25T00:00:00.000,2026-07-22T00:00:00.000,Approval,Development Authority,FHI,FOOTHILLS,9,SE,50.995,-113.982,3,Titled Parcel;Titled Parcel;Building,6540 36 ST SE;6520 36 ST SE;3737 64 AV SE,"{""type"":""MultiPoint"",""coordinates"":[[-113.9815019,50.9952216],[-113.9817093,50.9958453],[-113.9798708,50.995731]]}","MULTIPOINT ((-113.98150190234817 50.995221569240385),(-113.98170925606591 50.99584527889269),(-113.97987083468462 50.9957309768567))",,,,,
"{'type': 'Point', 'coordinates': [-113.98226482465171, 50.97438203124278]}",DP2024-06687,8645 31 ST SE,Industrial - Other Areas,NEW: UTILITY BUILDING (SANITARY LIFT STATION),C2910,UTILITY BUILDING,Permitted with a Relaxation,S-CRI,Special Purpose - City and Regional Infrastructure,Released,2024-09-13T00:00:00.000,2025-01-11T00:00:00.000,2025-05-29T00:00:00.000,2028-01-11T00:00:00.000,Approval,Development Authority,SFH,SOUTH FOOTHILLS,12,SE,50.974,-113.982,2,Titled Parcel;Titled Parcel,8919 BARLOW TR SE;8645 31 ST SE,"{""type"":""MultiPoint"",""coordinates"":[[-113.9822648,50.974382],[-113.9891656,50.9763292]]}","MULTIPOINT ((-113.98226482465171 50.97438203124278),(-113.98916555075189 50.97632917553773))",,,,,
"{'type': 'Point', 'coordinates': [-114.18545357360676, 51.037420998107734]}",DP2024-06941,2000 69 ST SW,Commercial - Other Areas,"ADDITION: INDOOR RECREATION FACILITY (ELEVATOR), CHANGES TO SITE PLAN: INDOOR RECREATION FACILITY (LOADING & LANDSCAPE)",C1770,INDOOR RECREATION FACILITY,Discretionary,S-R,Special Purpose - Recreation,Released,2024-09-25T00:00:00.000,2025-03-07T00:00:00.000,2025-05-06T00:00:00.000,2027-03-07T00:00:00.000,Approval,Development Authority,SIG,SIGNAL HILL,6,SW,51.037,-114.185,3,Titled Parcel;Titled Parcel;Building,6969 17 AV SW;2000 69 ST SW;2000 69 ST SW,"{""type"":""MultiPoint"",""coordinates"":[[-114.1854536,51.037421],[-114.1872583,51.0355303],[-114.1856262,51.0357727]]}","MULTIPOINT ((-114.18545357360676 51.037420998107734),(-114.18725828082246 51.03553027173716),(-114.1856262445091 51.03577271302719))",,,,,
"{'type': 'Point', 'coordinates': [-114.04564571734177, 51.01795705189992]}",DP2024-07640,4038 7 ST SE,Change of Use - With Change to Site Plan,CHANGES TO SITE PLAN: GENERAL INDUSTRIAL - LIGHT (LOADING RAMP),C1685,GENERAL INDUSTRIAL - LIGHT,Permitted,I-G,Industrial - General,Released,2024-10-25T00:00:00.000,2024-12-05T00:00:00.000,2024-12-05T00:00:00.000,2026-12-05T00:00:00.000,Approval,Development Authority,HIF,HIGHFIELD,9,SE,51.018,-114.046,3,Titled Parcel;Building;Entryway,4040 7 ST SE;4032 7 ST SE;4038 7 ST SE,"{""type"":""MultiPoint"",""coordinates"":[[-114.0456457,51.0179571],[-114.0452556,51.0182405],[-114.045263,51.0181406]]}","MULTIPOINT ((-114.04564571734177 51.01795705189992),(-114.04525556266486 51.01824051640313),(-114.0452630049782 51.01814061914437))",,,,,
"{'type': 'Point', 'coordinates': [-114.0486500985393, 50.963688745740136]}",DP2024-04705,#110 611 ACADIA DR SE,Renovations - Non-Residential,"CHANGE OF USE: CHILD CARE SERVICE (106 CHILDREN); CHANGES TO SITE PLAN: CHILD CARE SERVICE (OUTDOOR PLAY AREA, NEW CONCRETE RAMP AND STEPS, NEW BARRIER FREE STALL)",C1310,CHILD CARE SERVICE,Discretionary,C-N2,Commercial - Neighbourhood 2,Released,2024-06-26T00:00:00.000,2024-11-01T00:00:00.000,2024-11-29T00:00:00.000,2026-11-01T00:00:00.000,Approval,Development Authority,WIL,WILLOW PARK,11,SE,50.964,-114.049,5,Titled Parcel;Building;Building Suite;Building Suite;Building Suite,611 ACADIA DR SE;611 ACADIA DR SE;#135 611 ACADIA DR SE;#130 611 ACADIA DR SE;#110 611 ACADIA DR SE,"{""type"":""MultiPoint"",""coordinates"":[[-114.0486501,50.9636887],[-114.0489118,50.9637715],[-114.0489118,50.9637715],[-114.0489118,50.9637715],[-114.0489977,50.9637553]]}","MULTIPOINT ((-114.0486500985393 50.963688745740136),(-114.04891183951919 50.963771531922916),(-114.04891183951919 50.963771531922916),(-114.04891183951919 50.963771531922916),(-114.04899770721956 50.963755323178994))",,,,,
"{'type': 'Point', 'coordinates': [-114.10771997433203, 50.961577106866486]}",DP2024-05902,#D 2000 SOUTHLAND DR SW,Change of Use - With Change to Site Plan,CHANGES TO SITE PLAN: COMMUNITY RECREATION FACILITY (WASTE AND RECYCLING ENCLOSURE; WHEELCHAIR RAMPS & NEW EXTERIOR DOORS ),C1350,COMMUNITY RECREATION FACILITY,Discretionary,S-R,Special Purpose - Recreation,Released,2024-08-13T00:00:00.000,2024-10-11T00:00:00.000,2024-11-21T00:00:00.000,2026-10-11T00:00:00.000,Approval,Development Authority,PAL,PALLISER,11,SW,50.962,-114.108,3,Titled Parcel;Building;Building Suite,2000 SOUTHLAND DR SW;2000 SOUTHLAND DR SW;#D 2000 SOUTHLAND DR SW,"{""type"":""MultiPoint"",""coordinates"":[[-114.10772,50.9615771],[-114.1084723,50.9624847],[-114.1084723,50.9624847]]}","MULTIPOINT ((-114.10771997433203 50.961577106866486),(-114.1084722520957 50.962484656675585),(-114.1084722520957 50.962484656675585))",,,,,
"{'type': 'Point', 'coordinates': [-113.95886252810412, 51.00760682005956]}",DP2024-05797,5211 52 ST SE,Change of Use - With Change to Site Plan,CHANGES TO SITE PLAN: GENERAL INDUSTRIAL - LIGHT (GENERAL INDUSTRY USE - EXTERIOR ALTERATIONS (CONSTRUCTION OF NEW CONCRETE RAMP AND OVERHEAD DOOR)),C1685,GENERAL INDUSTRIAL - LIGHT,Permitted,I-G,Industrial - General,Released,2024-08-07T00:00:00.000,2024-11-01T00:00:00.000,2024-11-05T00:00:00.000,2026-11-01T00:00:00.000,Approval,Development Authority,FHI,FOOTHILLS,9,SE,51.008,-113.959,3,Titled Parcel;Building;Entryway,5249 52 ST SE;5249 52 ST SE;5211 52 ST SE,"{""type"":""MultiPoint"",""coordinates"":[[-113.9588625,51.0076068],[-113.9597722,51.0075787],[-113.9598172,51.0079046]]}","MULTIPOINT ((-113.95886252810412 51.00760682005956),(-113.95977222397907 51.007578693091375),(-113.95981718373636 51.00790457049572))",,,,,
"{'type': 'Point', 'coordinates': [-114.12022578754105, 51.0153285480756]}",DP2024-06154,4225 CROWCHILD TR SW,Change of Use - With Change to Site Plan,CHANGES TO SITE PLAN: MOTION PICTURE FILMING LOCATION (NEW RAMP),C2030,MOTION PICTURE FILMING LOCATION,Discretionary,S-CRI,Special Purpose - City and Regional Infrastructure,Cancelled,2024-08-22T00:00:00.000,,,,,,CUR,CURRIE BARRACKS,8,SW,51.015,-114.120,1,Titled Parcel,4225 CROWCHILD TR SW,"{""type"":""Point"",""coordinates"":[-114.1202258,51.0153285]}",POINT (-114.12022578754105 51.0153285480756),2024-09-10T00:00:00.000,,,,
"{'type': 'Point', 'coordinates': [-114.12463559821393, 51.013368649656094]}",DP2024-07264,4530 QUESNAY WOOD DR SW,Change of Use - With Change to Site Plan,TEMPORARY USE: INTERIM USE (FITNESS CENTRE - 5 YEARS); CHANGES TO SITE PLAN: INTERIM USE (BARRIER FREE RAMP),C1600,FITNESS CENTRE,Discretionary,DC,Direct Control (1P2007),Released,2024-10-11T00:00:00.000,2025-01-06T00:00:00.000,2025-01-30T00:00:00.000,2028-01-06T00:00:00.000,Approval,Development Authority,CUR,CURRIE BARRACKS,8,SW,51.013,-114.125,3,Titled Parcel;Building;Entryway,2805 RICHARDSON WY SW;4530 QUESNAY WOOD DR SW;4530 QUESNAY WOOD DR SW,"{""type"":""MultiPoint"",""coordinates"":[[-114.1246356,51.0133686],[-114.1230035,51.0141445],[-114.1230035,51.0141445]]}","MULTIPOINT ((-114.12463559821393 51.013368649656094),(-114.12300347265243 51.01414448052881),(-114.12300347265243 51.01414448052881))",,,,,
"{'type': 'Point', 'coordinates': [-113.95160053801331, 50.886658794222434]}",DP2024-01031,24 AUBURN BAY BV SE,Change of Use - With Change to Site Plan,"CHANGES TO SITE PLAN: CHILD CARE SERVICE (WASTE AND RECYCLING ENCLOSURE, PARKING, RAMP, BIKE RACK)",B3210,CHILD CARE FACILITY,Discretionary,DC,DIRECT CONTROL DISTRICT                                 ,Released,2024-02-13T00:00:00.000,2024-08-16T00:00:00.000,2025-01-16T00:00:00.000,2027-08-16T00:00:00.000,Approval,Development Authority,AUB,AUBURN BAY,12,SE,50.887,-113.952,1,Titled Parcel,24 AUBURN BAY BV SE,"{""type"":""Point"",""coordinates"":[-113.9516005,50.8866588]}",POINT (-113.95160053801331 50.886658794222434),,,,,
"{'type': 'Point', 'coordinates': [-114.08153430194962, 51.03880369064372]}",DP2024-01042,#1 1508 8 ST SW,Change of Use - With Change to Site Plan,CHANGES TO SITE PLAN: CHANGES TO SITE PLAN: RESTAURANT: LICENSED (NEW ENTRY RAMP); EXTERIOR RENOVATIONS: RESTAURANT: LICENSED (NEW ENTRY DOOR AND NEW WINDOW); CHANGE OF USE: RESTAURANT: LICENSED,C2485 ,RESTAURANT: LICENSED,Discretionary,CC-COR,Centre City Commercial Corridor District,Released,2024-02-13T00:00:00.000,2024-05-30T00:00:00.000,2024-07-29T00:00:00.000,2027-05-30T00:00:00.000,Approval,Development Authority,BLN,BELTLINE,8,SW,51.039,-114.082,3,Titled Parcel;Building;Building Suite,1508 8 ST SW;1508 8 ST SW;#1 1508 8 ST SW,"{""type"":""MultiPoint"",""coordinates"":[[-114.0815343,51.0388037],[-114.0814103,51.0388151],[-114.0813688,51.0388209]]}","MULTIPOINT ((-114.08153430194962 51.03880369064372),(-114.08141028456322 51.03881510417322),(-114.0813687730736 51.03882091348674))",,,,,
"{'type': 'Point', 'coordinates': [-114.02002990749934, 51.02045891215597]}",DP2024-08914,4002 BONNYBROOK RD SE,Change of Use - With Change to Site Plan,CHANGES TO SITE PLAN: GENERAL INDUSTRIAL - HEAVY (NEW WHEELCHAIR RAMP),C1684,GENERAL INDUSTRIAL - HEAVY,Discretionary,I-H,Industrial - Heavy,Released,2024-12-18T00:00:00.000,2025-02-27T00:00:00.000,2025-04-16T00:00:00.000,2027-02-27T00:00:00.000,Approval,Development Authority,AYB,ALYTH/BONNYBROOK,9,SE,51.020,-114.020,2,Titled Parcel;Building,4002 BONNYBROOK RD SE;4002 BONNYBROOK RD SE,"{""type"":""MultiPoint"",""coordinates"":[[-114.0200299,51.0204589],[-114.0186194,51.0195384]]}","MULTIPOINT ((-114.02002990749934 51.02045891215597),(-114.01861935771939 51.01953835909113))",,,,,
"{'type': 'Point', 'coordinates': [-113.9588625281038, 51.00760682069173]}",DP2025-01376,5211 52 ST SE,Renovations - Non-Residential,REVISION: GENERAL INDUSTRIAL - LIGHT (NEW AWNING OVER CONCRETE RAMP),C1685,GENERAL INDUSTRIAL - LIGHT,Permitted,I-G,Industrial - General,Released,2025-03-09T00:00:00.000,2025-04-25T00:00:00.000,2025-04-25T00:00:00.000,2027-04-25T00:00:00.000,Approval,Development Authority,FHI,FOOTHILLS,9,SE,51.008,-113.959,3,Titled Parcel;Building;Entryway,5249 52 ST SE;5249 52 ST SE;5211 52 ST SE,"{""type"":""MultiPoint"",""coordinates"":[[-113.9588625,51.0076068],[-113.9597722,51.0075787],[-113.9598172,51.0079046]]}","MULTIPOINT ((-113.9588625281038 51.00760682069173),(-113.95977222397876 51.00757869372354),(-113.95981718373604 51.00790457112788))",,2025-05-14T00:00:00.000,,,
"{'type': 'Point', 'coordinates': [-113.98567840672088, 51.08810738222476]}",DP2026-02743,3915 34 ST NE,Commercial - Other Areas,ADDITION: PLACE OF WORSHIP - MEDIUM (FREIGHT ELEVATOR SOUTH ELEVATION),C2270,PLACE OF WORSHIP - MEDIUM,Discretionary,S-CI,Special Purpose - Community Institution,Under Review,2026-05-11T00:00:00.000,,,,,,HOR,HORIZON,10,NE,51.088,-113.986,2,Titled Parcel;Building,3915 34 ST NE;3915 34 ST NE,"{""type"":""MultiPoint"",""coordinates"":[[-113.9856784,51.0881074],[-113.9859628,51.0884318]]}","MULTIPOINT ((-113.98567840672088 51.08810738222476),(-113.98596283138394 51.08843181779754))",,,,,
"{'type': 'Point', 'coordinates': [-114.05685713643304, 51.00420427132737]}",DP2025-04913,5530 3 ST SE,Change of Use - With Change to Site Plan,CHANGES TO SITE PLAN: GENERAL INDUSTRIAL - LIGHT (WHEELCHAIR RAMP),C1685,GENERAL INDUSTRIAL - LIGHT,Permitted,I-G,Industrial - General,Released,2025-08-25T00:00:00.000,2025-10-14T00:00:00.000,2025-10-14T00:00:00.000,2027-10-14T00:00:00.000,Approval,Development Authority,MNI,MANCHESTER INDUSTRIAL,9,SE,51.004,-114.057,2,Titled Parcel;Building,5530 3 ST SE;5530 3 ST SE,"{""type"":""MultiPoint"",""coordinates"":[[-114.0568571,51.0042043],[-114.0558387,51.0042981]]}","MULTIPOINT ((-114.05685713643304 51.00420427132737),(-114.05583870224497 51.0042980585775))",,,,,
"{'type': 'Point', 'coordinates': [-114.08336972759169, 50.99917003907316]}",DP2023-02956,6031 ELBOW DR SW,Commercial - Other Areas,ADDITION: PUBLIC & QUASI-PUBLIC BUILDINGS (ELEVATOR),B7620,PUBLIC & QUASI-PUBLIC BUILDING,Discretionary,DC,DIRECT CONTROL DISTRICT                                 ,Pending Release,2023-05-09T00:00:00.000,2023-07-24T00:00:00.000,,2026-07-24T00:00:00.000,Approval,Development Authority,BEL,BEL-AIRE,11,SW,50.999,-114.083,3,Titled Parcel;Titled Parcel;Building,6011 ELBOW DR SW;6031 ELBOW DR SW;6031 ELBOW DR SW,"{""type"":""MultiPoint"",""coordinates"":[[-114.0833697,50.99917],[-114.0833736,50.9980104],[-114.0838497,50.9982036]]}","MULTIPOINT ((-114.08336972759169 50.99917003907316),(-114.08337356167675 50.99801035131197),(-114.0838497222361 50.99820357908949))",,,,,
"{'type': 'Point', 'coordinates': [-114.04564819053022, 51.019430772173344]}",DP2025-07177,4020 7 ST SE,Change of Use - With Change to Site Plan,"CHANGES TO SITE PLAN: EXTERIOR RENOVATIONS: CATERING SERVICE - MAJOR (REFURBISH BUILDING FACADE, NEW BAY DOOR, PARKING RECONFIGURATION, NEW LOADING STALL, RAMP, NEW WASTE & RECYCLING)",C1572,EXTERIOR RENOVATIONS,Discretionary,I-G,Industrial - General,In Circulation,2025-12-11T00:00:00.000,,,,,,HIF,HIGHFIELD,9,SE,51.019,-114.046,2,Titled Parcel;Building,4020 7 ST SE;4020 7 ST SE,"{""type"":""MultiPoint"",""coordinates"":[[-114.0456482,51.0194308],[-114.0451909,51.0194783]]}","MULTIPOINT ((-114.04564819053022 51.019430772173344),(-114.04519087651754 51.01947827208427))",,,,,
"{'type': 'Point', 'coordinates': [-113.99196287181381, 51.08713709912107]}",DP2026-00937,3905 29 ST NE,Renovations - Non-Residential,"EXTERIOR RENOVATIONS: MULTI-USE INDUSTRIAL (NEW OVERHEAD DOOR, RAMPS, AND CURBS)",C1685,GENERAL INDUSTRIAL - LIGHT,Discretionary,I-G,Industrial - General,Released,2026-02-22T00:00:00.000,2026-04-02T00:00:00.000,2026-05-06T00:00:00.000,2028-04-02T00:00:00.000,Approval,Development Authority,HOR,HORIZON,10,NE,51.087,-113.992,1,Titled Parcel,3905 29 ST NE,"{""type"":""Point"",""coordinates"":[-113.9919629,51.0871371]}",POINT (-113.99196287181381 51.08713709912107),,,,,
"{'type': 'Point', 'coordinates': [-114.15046762579692, 51.05260058626839]}",DP2026-02796,157 WEDGEWOOD DR SW,Change of Use - With Change to Site Plan,"CHANGES TO SITE PLAN: OUTDOOR CAFE (WEST ELEVATION), RESTAURANT: FOOD SERVICE ONLY, INSTRUCTIONAL FACILITY (NEW STAIRS & RAMP); CHANGE OF USE: OUTDOOR CAFE, RESTAURANT: FOOD SERVICE ONLY, INSTRUCTIONAL FACILITY; EXTERIOR RENOVATIONS: RESTAURANT: FOOD SERVICE ONLY, INSTRUCTIONAL FACILITY (DOORS & WINDOWS)",C1835; C2130; C2465,INSTRUCTIONAL FACILITY; OUTDOOR CAFE; RESTAURANT: FOOD SERVICE ONLY,Discretionary,DC,Direct Control (1P2007),Hold,2026-05-12T00:00:00.000,,,,,,WLD,WILDWOOD,6,SW,51.053,-114.150,2,Titled Parcel;Building,157 WEDGEWOOD DR SW;157 WEDGEWOOD DR SW,"{""type"":""MultiPoint"",""coordinates"":[[-114.1504676,51.0526006],[-114.150603,51.0525961]]}","MULTIPOINT ((-114.15046762579692 51.05260058626839),(-114.15060299628573 51.05259614180675))",,,,,
"{'type': 'Point', 'coordinates': [-114.06301762443766, 51.01778616168171]}",DP2026-01127,4014 MACLEOD TR SE,Change of Use - With Change to Site Plan,CHANGES TO SITE PLAN: MULTI-USE COMMERCIAL (ACCESSIBILITY RAMP),C9999,OTHER,Permitted,C-COR3 f3.0h46,Commercial - Corridor 3,Released,2026-03-02T00:00:00.000,2026-05-12T00:00:00.000,2026-05-13T00:00:00.000,2028-05-12T00:00:00.000,Approval,Development Authority,MNI,MANCHESTER INDUSTRIAL,9,SE,51.018,-114.063,2,Titled Parcel;Building,4014 MACLEOD TR SE;4014 MACLEOD TR SE,"{""type"":""MultiPoint"",""coordinates"":[[-114.0630176,51.0177862],[-114.0624242,51.018022]]}","MULTIPOINT ((-114.06301762443766 51.01778616168171),(-114.06242424472497 51.01802200330455))",,,,,
"{'type': 'Point', 'coordinates': [-113.96708362288119, 50.962480671643014]}",DP2024-08834,4705 102 AV SE,Industrial - Other Areas,"ADDITION: GENERAL INDUSTRIAL - LIGHT (LOADING DOCK-SOUTH SIDE, CONCRETE RAMP - EAST SIDE)",C1685,GENERAL INDUSTRIAL - LIGHT,Permitted with a Relaxation,I-G,Industrial - General,Released,2024-12-17T00:00:00.000,2025-08-22T00:00:00.000,2025-10-08T00:00:00.000,2027-08-22T00:00:00.000,Approval,Development Authority,ESH,EAST SHEPARD INDUSTRIAL,12,SE,50.962,-113.967,2,Titled Parcel;Building,4705 102 AV SE;4705 102 AV SE,"{""type"":""MultiPoint"",""coordinates"":[[-113.9670836,50.9624807],[-113.9672236,50.9620077]]}","MULTIPOINT ((-113.96708362288119 50.962480671643014),(-113.9672236052609 50.96200770048107))",,,,,
"{'type': 'Point', 'coordinates': [-114.04310577250241, 51.11790098125216]}",DP2025-05600,932 72 AV NE,Change of Use - With Change to Site Plan,CHANGES TO SITE PLAN: GENERAL INDUSTRIAL - LIGHT (NEW LOADING RAMP); EXTERIOR RENOVATIONS: GENERAL INDUSTRIAL (NEW OVERHEAD DOOR),C1572; C1685,EXTERIOR RENOVATIONS; GENERAL INDUSTRIAL - LIGHT,Permitted,I-G,Industrial - General,Released,2025-09-29T00:00:00.000,2025-11-19T00:00:00.000,2025-12-01T00:00:00.000,2027-11-19T00:00:00.000,Approval,Development Authority,DBC,DEERFOOT BUSINESS CENTRE,5,NE,51.118,-114.043,3,Titled Parcel;Building;Entryway,928 72 AV NE;928 72 AV NE;932 72 AV NE,"{""type"":""MultiPoint"",""coordinates"":[[-114.0431058,51.117901],[-114.0427814,51.1184463],[-114.0431099,51.118225]]}","MULTIPOINT ((-114.04310577250241 51.11790098125216),(-114.04278136324805 51.118446311842824),(-114.04310994475833 51.11822499259432))",,,,,
"{'type': 'Point', 'coordinates': [-114.02955685870279, 51.03926089059012]}",DP2026-01202,#B 1435 9 AV SE,Renovations - Non-Residential,"CHANGE OF USE: CHILD CARE SERVICE (142 CHILDREN); CHANGES TO SITE PLAN: CHILD CARE SERVICE (OUTDOOR PLAY AREA); EXTERIOR RENOVATIONS: CHILD CARE SERVICE (WINDOWS, RAMP/STAIR, STUCCO PAINT)",B3210,CHILD CARE FACILITY,Discretionary,DC,DIRECT CONTROL DISTRICT                                 ,Hold,2026-03-05T00:00:00.000,,,,,,ING,INGLEWOOD,9,SE,51.039,-114.030,4,Titled Parcel;Building;Building Suite;Entryway,1435 9 AV SE;1435 9 AV SE;#B 1435 9 AV SE;1435B 9 AV SE,"{""type"":""MultiPoint"",""coordinates"":[[-114.0295569,51.0392609],[-114.0296652,51.0391397],[-114.0296652,51.0391397],[-114.0296652,51.0391397]]}","MULTIPOINT ((-114.02955685870279 51.03926089059012),(-114.02966516360367 51.0391397443583),(-114.02966516360367 51.0391397443583),(-114.02966516360367 51.0391397443583))",,,,,
"{'type': 'Point', 'coordinates': [-113.9637164780189, 50.85509030044372]}",DP2025-05240,21850 40 ST SE,Industrial - Other Areas,NEW: UTILITY BUILDING (SANITARY LIFT STATION AND GENERATOR),C2910,UTILITY BUILDING,Discretionary,S-SPR,"Special Purpose - School, Park and Community Reserve",Hold,2025-09-10T00:00:00.000,,,,,,RRC,RICARDO RANCH,12,SE,50.855,-113.964,1,Titled Parcel,21850 40 ST SE,"{""type"":""Point"",""coordinates"":[-113.9637165,50.8550903]}",POINT (-113.9637164780189 50.85509030044372),,,,,
"{'type': 'Point', 'coordinates': [-114.05812099430973, 51.02237782558617]}",DP2025-06398,3628 BURNSLAND RD SE,Change of Use - With Change to Site Plan,CHANGES TO SITE PLAN: OFFICE (NEW RAMP - REAR),C2110,OFFICE,Discretionary,I-R,Industrial - Redevelopment,Released,2025-11-14T00:00:00.000,2026-02-05T00:00:00.000,2026-03-11T00:00:00.000,2028-02-05T00:00:00.000,Approval,Development Authority,MNI,MANCHESTER INDUSTRIAL,9,SE,51.022,-114.058,2,Titled Parcel;Building,3628 BURNSLAND RD SE;3628 BURNSLAND RD SE,"{""type"":""MultiPoint"",""coordinates"":[[-114.058121,51.0223778],[-114.0579395,51.0223259]]}","MULTIPOINT ((-114.05812099430973 51.02237782558617),(-114.05793946487466 51.02232591890862))",,,,,
